Contrato,Objeto,tipo_obra,Endereco,Bairro,inicio,Fim,unidade_gestora,Aditivo,Tipo_contrato,CNPJ,Empresa,orgao_solicitante,modalidade_licitacao,licitacao,processo,Prazo,prazo_dias,Valor
029/2021SEMINF,"cláusula primeira - do objeto 1.1. constitui objeto do presente instrumento a prorrogação do prazo de vigência do contrato nº 029/2021-seminf, referente à contratação de empresa especializada para prestação de serviços de sondagem a percussão, em diversas localidades do município de macaé, de acordo com a necessidade a fim de proporcionar elaboração adequada dos projetos de fundações que compõe o projeto básico para licitação de obras públicas, com fornecimento de material, mão de obra e equipamentos.",Outros,,,2025-11-18T00:00:00Z,2026-11-17T00:00:00Z,Prefeitura Municipal de Macaé,5º Aditivo,Obras e Serviços de Engenharia,29150998/0001-92,Engecon Construções E Serviços De Engenharia Ltda,Secretaria Executiva De Obras,Concorrência Pública,003/2021SEMINF,75656/2021,12 MESES,12,448970.89
108/2008,"constitui objeto do presente instrumento a prorrogação do prazo de 90 (noventa) dias de execução dos serviços e 120 (cento e vinte) dias de vigência do contrato nº 108/2008, referente à contratação de empresa especializada em construção civil, para execução de serviços referentes ao sistema de esgotamento sanitário e macrodrenagem em diversos logradouros do município de macaé, com fornecimento de mão de obra, equipamentos e materiais necessários.",Drenagem,,,2025-02-07T00:00:00Z,2025-10-29T00:00:00Z,Prefeitura Municipal de Macaé,18º Aditivo,Obras e Serviços de Engenharia,09.542.728/0001-10,Consórcio Zadar- Engetécnica,Secretaria Executiva De Obras,Concorrência Pública,006/2007,43064/2011,120 DIAS,120,2.9700210034E8
108/2008,"o presente 6º termo de apostilamento tem por objeto o reajuste dos preços compreendendo o período de (maio/2019 a maio/2023) incluídos no 17º termo aditivo (dos itens novos) do contrato administrativo nº 108/2008, pela contratação de empresa de construção civil para execução de serviços referente ao sistema de esgotamento sanitário e macrodrenagem em diversos logradouros do município de macaé, com fornecimento de material, mão de obra, e equipamentos necessários.",Drenagem,,,2025-10-30T00:00:00Z,2026-02-27T00:00:00Z,Prefeitura Municipal de Macaé,6º Termo de Apostilamento,Obras e Serviços de Engenharia,09.542.728/0001-10,Consórcio Zadr- Engetécnica,Secretaria Executiva De Obras,Concorrência Pública,006/2007,76736/2023,12 MESES,12,4033695.4
108/2008,"constitui objeto do presente instrumento a prorrogação do prazo de 120 (cento e vinte) dias de execução dos serviços e 120 (cento e vinte) dias de vigência do contrato nº 108/2008, referente à contratação de empresa especializada em construção civil, para execução de serviços referentes ao sistema de esgotamento sanitário e macrodrenagem em diversos logradouros do município de macaé, com fornecimento de mão de obra, equipamentos e materiais necessários.",Drenagem,,,2025-10-30T00:00:00Z,2026-02-27T00:00:00Z,Prefeitura Municipal de Macaé,19º Aditivo,Obras e Serviços de Engenharia,09.542.728/0001-10,Consórcio Zadar- Engetécnica,Secretaria Executiva De Obras,Concorrência Pública,006/2007,43064/2011,120 DIAS,120,2.9700210034E8
108/2008,"1.1. : o presente 7º termo de apostilamento tem por objeto o reajuste dos preços compreendendo o período de (maio/2023 a maio/2024) referente a 15ª (décima quinta) periodicidade do contrato administrativo nº 108/2008, pela contratação de empresa de construção civil para execução de serviços referente ao sistema de esgotamento sanitário e macrodrenagem em diversos logradouros do município de macaé, com fornecimento de material, mão de obra, e equipamentos necessários.",Drenagem,,,2025-10-30T00:00:00Z,2026-02-27T00:00:00Z,Prefeitura Municipal de Macaé,7º Termo de Apostilamento,Obras e Serviços de Engenharia,09.542.728/0001-10,Consórcio Zadar - Engetécnica,Secretaria Executiva De Obras,Concorrência Pública,006/2007,SEI-015630/2025,12 MESES,12,1965162.72
108/2008,"1.1. o presente 8º termo de apostilamento tem por objeto o reajuste dos preços compreendendo o período de (maio/2024 à maio/2025) referente a 16ª (décima sexta) periodicidade do contrato administrativo nº 108/2008, pela contratação de empresa de construção civil para execução de serviços referente ao sistema de esgotamento sanitário e macrodrenagem em diversos logradouros do município de macaé, com fornecimento de material, mão de obra, e equipamentos necessários.",Drenagem,,,2025-10-30T00:00:00Z,2026-02-27T00:00:00Z,Prefeitura Municipal de Macaé,8º Termo de Apostilamento,Obras e Serviços de Engenharia,09.542.728/0001-10,Consórcio Zadar- Engetécnica,Secretaria Executiva De Obras,Concorrência Pública,006/2007,SEI-015630/2025,12 MESES,12,632224.42
019/2026SEMINF,"contratação de empresa especializada para reforma da praça arlindo mourão, localizada na rua alcebíades azevedo ? aroeira, macaé/rj, com fornecimento de mão de obra, materiais e equipamentos necessários.",Urbanização,Rua alcebíades azevedo ? aroeira,,2026-05-19T00:00:00Z,2027-03-15T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,31.654.440/0001-96,Silgui Comércio E Serviços Ltda,Secretaria Executiva De Obras,Concorrência Eletrônica,003/2026SEMINF,SEI - 2153/2025,300 DIAS,300,957088.78
018/2026SEMINF,"contratação de empresa especializada para construção de cobertura e execução de reforma da academia popular da praça nagib mussi, localizada na rua irmã laurinda de freitas carvalho, parque aeroporto, macaé/rj, com fornecimento de mão de obra, materiais e equipamentos necessários.",Urbanização,Rua irmã laurinda de freitas carvalho,,2026-05-18T00:00:00Z,2026-12-14T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,31.654.440/0001-96,Silgui Comércio E Serviços Ltda,Secretaria Executiva De Obras,Concorrência Eletrônica,002/2026SEMINF,33418/2023,210 DIAS,210,890435.63
017/2026SEMINF,"contratação de empresa especializada em construção civil para construção da ponte do regalo bom viver no sana, localizada em macaé/rj, com fornecimento de materiais, equipamentos necessários e mão-de-obra.",Construção,,,2026-05-14T00:00:00Z,2027-08-02T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,29.152.196/0001-11,Premag Sistema De Construções Ltda,Secretaria Municipal De Infraestrutura,Dispensa de Licitação,024/2026SEMINF,SEI006353/2026,270 DIAS,270,2819468.61
016/2026SEMINF,"contratação de empresa especializada para construção dos blocos ?e? e ?f? e construção de circulação coberta entre os blocos da cidade universitária, localizada na av. aluizio da silva gomes nº50, bairro da glória, macaé - rj, com fornecimento de mão de obra, materiais e equipamentos necessários.",Construção,,Da Glória,2026-11-05T00:00:00Z,2028-05-30T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,65.449.132/0001-40,Consórcio Construtora R2x - Construtora M Alves Macaé,Secretaria Executiva De Ensino Superior,Concorrência Eletrônica,030/2025SEMINF,9738/2022,750 DIAS,750,4.250208022E7
015/2026SEMINF,"contratação de empresa especializada em engenharia consultiva para a prestação de serviços de coordenação, apoio técnico, elaboração de projetos de engenharia e arquitetura e apoio à fiscalização e supervisão de obras.",Outros,,,2026-12-05T00:00:00Z,2027-12-05T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,63.139.719/0001-28,Consórcio Consultec De Engenharia Consultiva,Secretaria Municipal De Infraestrutura,Concorrência Eletrônica,013/2025SEMINF,75330/2025,12 MESES,12,4.97147499E7
013/2026SEMINF,"contratação de empresa especializada em serviços de engenharia, visando a execução das obras de rede de captação de esgoto, estações elevatórias, recalques, estação de tratamento terciária de 15l/s, drenagem e revestimento asfáltico nas ruas antónio paes de oliveira filho (rua 17), alzemiro francisco thomaz (rua 18), rua pedro adami e a rua roberto muniz do distrito de córrego do ouro ? macaé/rj, com fornecimento de todos os materiais, equipamentos, insumos, serviços e mão de obra necessária para atender o distrito de córrego do ouro em macaé-rj, conforme os projetos de engenharia apresentados e a operação assistida do sistema de tratamento a ser implantado por 6 (seis) meses, em condições, quantidades e exigências estabelecidas neste projeto básico e em consonância ao disposto no edital, para atender às necessidades da secretaria executiva de saneamento (sesan).",Drenagem,Rua 17),,2026-04-22T00:00:00Z,2028-09-08T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,20.360.878/0001-45,Construverde Construções E Serviços Ltda,Secretaria Executiva De Saneamento,Concorrência Eletrônica,028/2025SEMINF,SEI- 2532/2025,840 DIAS,840,4.4E7
012/2026SEMINF,"contratação de empresa especializada em obras e serviços de engenharia para executar a prestação de serviços públicos dentro do plano de manutenção de vias, passeio e equipamentos públicos, com apoio logístico e de equipe técnica profissional especializada que visa a obtenção conjunta dos municípios consorciados ao cidennf através de ata de registro de preços (arp), possuindo o intuito de futura e eventual contratação de empresa especializada para prestação de serviços públicos.",Outros,,,2026-01-04T00:00:00Z,2027-01-04T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,64.183.020/0001-28,Construfer Serviços,Secretaria Executiva De Serviços Públicos,Pregão Eletrônico,06/2025CIDENNF,SEI-6021/2026,12 MESES,12,3.374431551E7
010/2026SEMINF,"contratação de empresa especializada para a execução da regularização fundiária de interesse social (reurb-s), de parte da zeis-08 (zona de especial interesse social malvinas - código de urbanismo - lc141-2010), malvinas macaé/rj",Outros,,,2026-03-13T00:00:00Z,2028-02-01T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,04.307.683/0001-85,Geojá Mapas Digitais E Aerolevantamento Ltda,Secretaria Executiva De Habitação,Concorrência Eletrônica,´031/2025SEMINF,36.446/2024,660 DIAS,660,1543949.0
005/2026SEMINF,"contratação de empresa especializada em construção civil para construção execução, em caráter emergencial, de estabilização geotécnica e recuperação estrutural do muro de contenção, com recomposição do enrocamento de proteção marginal, no trecho adjacente ao ponto de deságue das linhas de recalque da estação elevatória dr. télio barreto, margem do rio macaé, macaé/rj, com fornecimento de materiais, mão de obra e equipamentos necessários",Construção,,,2026-06-02T00:00:00Z,2026-06-07T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,27987466/0001-89,Galbeg  Grouting Ltda,Secretaria Municipal De Infraestrutura,Dispensa de Licitação,002/2026SEMINF,SEI-016247/2025,150 DIAS,150,3016776.41
004/2026SEMINF,"contratação de empresa especializada em construção civil para reforma da estação ferroviária de glicério, localizada na rua alfredo tanos, s/n, distrito de glicério, macaé/rj, com fornecimento de materiais, equipamentos e mão-de-obra",Reforma,Rua alfredo tanos,,2026-05-02T00:00:00Z,2026-02-12T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,04494630/0001-10,Construtora Martins De Casimiro Ltda,Secretaria Municipal De Infraestrutura,Concorrência Eletrônica,024/2025-SEMINF,20657/2024,300 DIAS,300,503392.67
001/2026SEMINF,"contratação de empresa especializada para reforma e cobertura de quadra poliesportiva, localizada na rua w vinte, mirante da lagoa, macaé/rj, com fornecimento de mão de obra, materiais e equipamentos necessários",Reforma,Rua w vinte,,2026-03-17T00:00:00Z,2027-11-01T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,37.079.460/0001-67,New Construções E Serviços Ltda,Secretaria Executiva De Obras,Concorrência Eletrônica,029/2025SEMINF,7504/2025,300 DIAS,300,2509762.33
020/2026-SEMINF,"contratação de empresa especializada em construção civil para execução de reforma de 64 unidades e áreas comuns de 2 conjuntos habitacionais no bairro nova esperança, localizado em macaé/rj, com fornecimento de materiais, mão de obra e equipamentos necessários.",Reforma,,Nova Esperança,2026-05-21T00:00:00Z,2028-07-10T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,66.851.806/0001-00,Consórcio Nova Esperança,Secretaria Executiva De Habitação,Concorrência Eletrônica,033/2025-SEMINF,280.212/2025,870 DIAS,870,7769144.53
NE: 001445/2026,"inscrição de 05 (cinco) servidores no seminário de estudos avançados em regularização fundiária, conforme condições, quantidades e exigências estabelecidas no termo de referência, a ser realizada no período de 26/04/2026 à 01/05/2026, no município de curitiba/pr, para atender às necessidades da secretaria executiva de habitação.",Outros,,,2026-05-26T00:00:00Z,2026-01-06T00:00:00Z,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,32.677.071/0001-10,Instituto Habita Do Brasil Ltda,Secretaria Executiva De Habitação,Inexigibilidade,280/2026SEMINF,SEI-009490/2026,5 DIAS,5,30550.0
030/2025SEMINF,"contratação de empresa especializada em construção civil para demolição e construção de novo castelo d?água do colégio estadual carlos walter, localizado na rua w18, lote 221, quadra 20, no bairro lagomar, macaé/rj, com fornecimento de materiais, equipamentos e mão de obra.",Construção,Rua w18,Lagomar,2026-07-04T00:00:00Z,2026-06-07T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,19.233.416/0001-88,M C Construções & Empreendimentos Ltda,Secretaria Municipal De Educação,Concorrência Eletrônica,010/2025SEMINF,SEI - 9311/2026,90 DIAS,90,382482.7
028/2025SEMINF,"prorrogação de 90 (noventa) dias do prazo de vigência do contrato nº 028/2025-seminf, referente à contratação de empresa especializada para execução de sistema de prevenção contra incêndio e pânico (cbmerj) e sistema de proteção contra descargas atmosféricas da upa da barra localizada em macaé/rj, para atender às necessidades da secretaria municipal de saúde.",Outros,,,2026-07-04T00:00:00Z,2026-06-07T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,40.571.167/0001-27,R H Serviços E Empreendimentos Ltda,Secretaria Municipal De Saúde,Concorrência Eletrônica,017/2025SEMINF,404157/2023,90 DIAS,90,228381.39
025/2025SEMINF,"constitui objeto do presente instrumento a prorrogação do contrato nº 025/2025-seminf, relativo à contratação de empresa especializada em projetos de obras de arte para elaboração de projeto executivo de ponte em concreto armado e/ou protendido sobre o rio são pedro, para acesso ao assentamento osvaldo de oliveira - macaé-rj.",Outros,,,2026-03-13T00:00:00Z,2026-09-09T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,37.625.978/0001-59,Daniel Dóris Engenharia Ltda,Secretaria Municipal De Infraestrutura,Concorrência Eletrônica,008/2025SEMINF,75378/2024,180 DIAS,180,106303.67
022/2025SEMINF,"constitui objeto do presente instrumento a prorrogação de 150 (cento e cinquenta) dias de prazo contratual, e 120 (cento e vinte) dias de execução dos serviços, bem como, o acréscimo no valor do contrato nº 022/2025-seminf, referente à contratação de empresa especializada em construção civil para execução de sistema de prevenção contra incêndio e pânico (cbmerj) estádio cláudio moacyr de azevedo, localizado na rua fernando hipólito dos santos, s/n, barra, macaé/rj, com fornecimento de materiais, equipamentos necessários e mão-de-obra.",Construção,Rua fernando hipólito dos santos,,2026-01-15T00:00:00Z,2026-06-14T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,01.229.958/0001-11,Atac Fire Segurança  Contra Incêndio Ltda,Secretaria Municipal De Infraestrutura,Concorrência Eletrônica,012/2025SEMINF,75374/2024,150 DIAS,150,178378.42
013/2025SEMINF,"constitui objeto do presente instrumento a prorrogação de 60 (sessenta) dias de prazo contratual, e 90 (noventa) dias de execução de serviços, bem como, o acréscimo no valor do contrato nº 013/2025-seminf, referente à contratação de empresa especializada para execução das obras de reforma e acréscimo no bicicross, localizado em macaé-rj, com mão de obra especializada, materiais e equipamentos necessários",Reforma,,,2026-03-03T00:00:00Z,2026-02-05T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,16941560/0001-80,Fender Engenharia Ltda,Secretaria Municipal De Infraestrutura,Concorrência Eletrônica,002/2025SEMINF,75343/2024,90 DIAS,90,300814.38
013/2025SEMINF,"prorrogação de 150 (cento e cinquenta) dias de prazo contratual, e 60 (sessenta dias de execução de serviços, do contrato nº 013/2025-seminf, referente à contratação de empresa especializada para execução das obras de reforma e acréscimo no bicicross, localizado em macaé-rj, com mão de obra especializada, materiais e equipamentos necessários.",Reforma,,,2026-03-05T00:00:00Z,2026-09-30T00:00:00Z,Prefeitura Municipal de Macaé,2º Aditivo,Obras e Serviços de Engenharia,16.941.560/0001-80,Fender Engenharia Ltda,Secretaria Municipal De Infraestrutura,Concorrência Eletrônica,002/2025SEMINF,75343/2024,150 DIAS,150,1517718.22
012/2025SEMINF,"prorrogação de 12 (doze) meses de prazo contratual, bem como a supressãom no valor do contrato n° 012/2025seminf, referente a contratação de empresa especializada na prestação de serviços contínuos de manutenção da arborização urbana (poda, remoção, destocamento e trituração de árvores e controle fitossanitário), inclusive fornecimento dos materiais, equipamentos, mão de obra e supervisão técnica, em passeios públicos no município de macaé/rj",Outros,,,2026-04-25T00:00:00Z,2027-04-24T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,02.354917/0001-10,União Norte Fluminense  Engenharia E Comércio Ltda,Secretaria Executiva De Serviços Públicos,Pregão Eletrônico,021/2025SEMINF,32071/2024,12 MESES,12,1833002.66
010/2025SEMINF,"prorrogação de 12 (doze) meses de vigência do contrato nº 010/2025-seminf, referente à contratação de empresa especializada para prestação de serviço de limpeza dos canais e rios o município de macaé, com fornecimento de mão-de?obra e equipamentos, para atender às necessidades da secretaria municipal adjunta de serviços públicos",Outros,,,2026-05-04T00:00:00Z,2027-04-04T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,08.705.901/0001-90,Krofman Comercio E Serviços Ltda,Secretaria Executiva De Serviços Públicos,Pregão Eletrônico,109/2024SEMINF,8050/2024,12 MESES,12,6164044.8
007/2025SEMINF,"constitui objeto do presente instrumento a prorrogação de 180 (cento e oitenta) dias de prazo contratual, bem como, o acréscimo no valor (acréscimo de quantitativos e inclusão de itens novos) do contrato nº 007/2025-seminf, referente à contratação de empresa especializada em construção civil para execução das obras de reforma do posto de saúde jorge caldas para funcionamento do centro de imagens, macaé/rj, com fornecimento de mão de obra, materiais e equipamentos necessários.",Reforma,,,2026-06-13T00:00:00Z,2026-10-12T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,10471095/0001-85,Engecorp Manutenção E Serviços Ltda,Secretaria Municipal De Saúde,Concorrência Eletrônica,007/2024SEMINF,SEI-003093/2025,180 DIAS,180,3250971.23
004/2025SEMINF,"contratação de empresa especializada para execução das obras de construção de parque, localizado à estrada do imburo, bairro da ajuda, macaé/rj, com fornecimento de materiais, equipamentos e mão-de-obra.",Construção,Estrada do imburo,Da Ajuda,2026-01-06T00:00:00Z,2026-07-31T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,37.079.460/0001-67,New Construções E Serviços Ltda,Secretaria Municipal De Infraestrutura,Concorrência Pública,010/2024-SEMINF,75.338/2024,60 DIAS,60,2568110.11
001/2025SEMINF,"constitui objeto do presente instrumento a prorrogação de 90 (noventa) dias de prazo contratual, e 90 (noventa) dias de execução de obras, bem como, o acréscimo no valor do contrato nº 001/2025-seminf, referente à contratação de empresa especializada em serviços de engenharia, visando à execução de obras de sistemas de abastecimento de água, nas localidades de glicério, óleo, trapóleo, no 4º distrito de glicério e na serra escura/duas barras em bicuda grande no 3º distrito de cachoeiros de macaé com fornecimento de materiais, mão de obra e equipamentos.",Outros,,,2026-01-16T00:00:00Z,2026-04-16T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,579625140001-45,Consórcio De Abastecimentos De Águas Da Serra Macaé,Secretaria Executiva De Saneamento,Concorrência Pública,003/2024/SEMINF,76389/2022,90 DIAS,90,1276933.89
032/2024SEMINF,"constitui objeto do presente instrumento a prorrogação de 90 (noventa) dias de prazo contratual, e 90 (noventa) dias de execução de serviços, bem como, o acréscimo no valor do contrato nº 032/2024-seminf, referente à contratação de empresa especializada para execução em construção civil para recapeamento asfáltico de diversos logradouros públicos já urbanizados, no município de macaé/rj, com fornecimento de mão de obra, materiais e equipamentos necessários",Construção,,,2026-08-03T00:00:00Z,2026-06-06T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,33.462.862/0001-95,São Marcos Terraplanagem E Construção Ltda,Secretaria Municipal De Infraestrutura,Concorrência Eletrônica,006/2024SEMINF,75357/2024,90 DIAS,90,8277956.69
032/2024SEMINF,"cláusula primeira: o presente 1º termo de apostilamento tem por objeto o reajuste dos preços referente à 1ª (primeira) periodicidade (junho/2024 a junho/2025) do contrato administrativo nº 032/2024 - seminf, pela contratação de empresa especializada para execução em construção civil para recapeamento asfáltico de diversos logradouros públicos já urbanizados, no município de macaé/rj, com fornecimento de mão de obra, materiais e equipamentos necessários .",Construção,,,2026-08-03T00:00:00Z,2026-06-06T00:00:00Z,Prefeitura Municipal de Macaé,1º Termo de Apostilamento,Obras e Serviços de Engenharia,33462862/0001-95,São Marcos Terraplanagem E Construção Ltda,Secretaria Municipal De Infraestrutura,Concorrência Eletrônica,006/20024SEMINF,SEI 002541/2025,90 DIAS,90,8277956.69
031/2024SEMINF,"constitui objeto do presente instrumento a prorrogação de 90 (noventa) dias de prazo contratual, e 90 (noventa) dias de execução dos serviços, bem como, o acréscimo no valor do contrato nº 031/2024-seminf, referente à contratação de empresa especializada para implantação de novos pontos de iluminação pública tecnologia led, nos trechos sem redes de ip que são: rua j um a - bairro da glória, estrada do horto e rodovia amaral peixoto - pt/iff no município de macaé, incluindo fornecimento de material, mão de obra e equipamentos conforme necessário",Outros,Rua j um a - bairro da glória,Da Glória,2026-01-25T00:00:00Z,2026-04-25T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,09388615/0001-01,Alper Energia Ltda,Secretaria Executiva De Serviços Públicos,Concorrência Eletrônica,005/2024SEMINF,37157/2023,90 DIAS,90,1156157.69
018/2024SEMINF,"constitui objeto do presente instrumento a prorrogação da vigência contratual por 12 (doze) meses do contrato nº 018/2024-seminf, referente à contratação de empresa especializada em operação e conservação de estação elevatória de águas pluviais com capacidade de bombeamento de 22.000 (vinte e dois mil) litros por segundo, incluindo a conservação e limpeza das galerias da macrodrenagem que atendem as bacias de influência da elevatória.",Drenagem,,,2026-04-24T00:00:00Z,2027-04-27T00:00:00Z,Prefeitura Municipal de Macaé,3º Aditivo,Obras e Serviços de Engenharia,54.603.224/0001-17,Consórcio Operações Macaé,Secretaria Municipal De Infraestrutura,Concorrência Pública,037/2023SEMINF,76401/2023,12 MESES,12,2.381921734E7
016/2024SEMINF,"prorrogação de 210 (duzentos e dez) dias de vigência contratual e 120 (cento e vinte) dias de execução de obras, do contrato nº 016/2024-seminf, referente à contratação de empresa especializada para execução de obra de complementação da unidade básica de saúde namorado, localizada na rua luciano brochado do loteamento namorado, bairro parque atlântico, macaé/rj, com fornecimento de mão de obra, materiais e equipamentos necessários.",Outros,Rua luciano brochado do loteamento namorado,Parque Atlântico,2026-04-05T00:00:00Z,2026-11-30T00:00:00Z,Prefeitura Municipal de Macaé,3º Aditivo,Obras e Serviços de Engenharia,26116884/0001-38,Enge- Campos Construções Eireli,Secretaria Municipal De Saúde,Concorrência Pública,035/2023SEMINF,76385/2023,210 DIAS,210,1909289.73
009/2024SEMINF,"constitui objeto do presente instrumento a prorrogação de 270 (duzentos e setenta) dias de prazo contratual, e 180 (cento e oitenta) dias de execução de serviços, do contrato nº 009/2024-seminf, relativo à contratação de empresa especializada para construção de escola padrão infantil, localizada na rua zumbi dos palmares, parque aeroporto, macaé/rj, com fornecimento de mão de obra, materiais e equipamentos necessários,.",Educação,Rua zumbi dos palmares,,2026-02-01T00:00:00Z,2026-09-29T00:00:00Z,Prefeitura Municipal de Macaé,2º Aditivo,Obras e Serviços de Engenharia,08.298.136/0001-31,Rmkf  Construções E Projetos Ltda,Secretaria Municipal De Educação,Concorrência Pública,031/2023SEMINF,75426/2023,270 DIAS,270,9912597.56
006/2024SEMINF,"constitui objeto do presente instrumento a prorrogação do prazo de vigência do contrato nº 006/2024-seminf, referente à contratação de empresa especializada em elaboração de projeto de urbanização de assentamento precário na localidade ilha colônia leocádia, no bairro malvinas, macaé-rj.",Outros,,Malvinas,2026-04-20T00:00:00Z,2026-12-16T00:00:00Z,Prefeitura Municipal de Macaé,3º Aditivo,Obras e Serviços de Engenharia,54.013.681/0001-51,Consórcio  Engebio Urbanização  E  Projetos,Secretaria Municipal De Infraestrutura,Concorrência Pública,026/2023SEMINF,75683/2021,240 DIAS,240,4350706.36
051/2023SEMINF,"constitui objeto do presente instrumento a prorrogação de 300 (trezentos) dias de prazo contratual, e 300 (trezentos ) dias de execução dos serviços, bem como, o acréscimo no valor do contrato nº 051/2023-seminf, referente à contratação de empresa especializada em construção civil para infraestrutura da estrada portal do sana a cabeceira do sana, macaé/rj, com fornecimento de mão-de-obra, materiais e equipamentos",Construção,Estrada portal do sana a cabeceira do sana,,2026-09-01T00:00:00Z,2026-05-11T00:00:00Z,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,52.221.094/0001-22,Consórcio Novo Sana,Secretaria Executiva De Obras,Concorrência Pública,010/2023SEMINF,75338/2023,300 DIAS,300,1.673113317E7
045/2023SEMINF,"constitui objeto do presente instrumento a prorrogação de 90 (noventa) dias de vigência contratual, do contrato nº 045/2023-seminf, relativo à contratação de empresa especializada em construção civil para construção de praça, quadra poliesportiva e cras (centro de referência da assistência social) localizados à avenida marechal rondom 390, bairro miramar. macaé/rj, com fornecimento de materiais, equipamentos e mão de obra.",Urbanização,Avenida marechal rondom 390,Miramar Macaé,2026-02-16T00:00:00Z,2026-05-17T00:00:00Z,Prefeitura Municipal de Macaé,4º Aditivo,Obras e Serviços de Engenharia,51.572.775/0001-72,Consórcio Construtech E Ello Soluções,Secretaria Executiva De Obras,Concorrência Pública,009/2023SEMINF,76403/2022,90 DIAS,90,7496890.7
027/2023SEMINF,"constitui objeto do presente instrumento a prorrogação do contrato nº 027/2023-seminf, relativo à contratação de empresa especializada em serviços de engenharia, visando a manutenção (preventiva e corretiva) e operação das estações de tratamento de esgoto (ete's), estações elevatórias e redes coletoras de esgoto, localizadas fora da área de concessão do contrato de parceria público privada (ppp) entre a prefeitura e a brk ambiental e dentro da área de concessão, porém em bairros ainda não assumidos pela concessionária, para atender as necessidades da secretaria municipal adjunta de saneamento.",Saneamento,,S Ainda Não Assumidos Pela Concessionária,2026-11-04T00:00:00Z,2027-10-04T00:00:00Z,Prefeitura Municipal de Macaé,4º Aditivo,Obras e Serviços de Engenharia,16.782207/0001-03,Llc Comércio E Empreendimentos Ltda,Secretaria Executiva De Saneamento,Concorrência Pública,035/2022SEMINF,75391/2022,12 MESES,12,5102893.94
026/2023SEMINF,"constitui objeto do presente instrumento a prorrogação do prazo de vigência do contrato nº 026/2023-seminf, referente à contratação de empresa especializada em construção civil para execução de serviços de manutenção dos equipamentos de proteção social básica, de média e de alta complexidade, do restaurante popular da aroeira e dos conselhos tutelares i, ii, e iii, da secretaria municipal de desenvolvimento social.",Construção,,,2026-01-04T00:00:00Z,2027-03-31T00:00:00Z,Prefeitura Municipal de Macaé,4º Aditivo,Obras e Serviços de Engenharia,42.822.589/0001-53,Consórcio Pfill Construção Civil,"Secretaria Municipal De Desenvolvimento Social, Direitos Humanos, Acessibilidade E Economia Solidária",Concorrência Pública,024/2022SEMINF,75345/2021,12 MESES,12,2657695.13
023/2023SEMINF,"constitui objeto do presente instrumento a prorrogação de 12 (doze) meses de prazo contratual, e, o reajuste no valor do contrato nº 023/2023-seminf, relativo à contratação de empresa especializada em construção civil para manutenção da unidade do macaeprev, localizado na rua tenente rui lopes ribeiro, n° 293, centro, macaé/rj, com fornecimento de mão-de-obra, materiais e equipamentos.",Construção,Rua tenente rui lopes ribeiro,,2026-03-23T00:00:00Z,2027-03-22T00:00:00Z,Prefeitura Municipal de Macaé,3º Aditivo,Obras e Serviços de Engenharia,22.918.026/0001-56,Gnv Motta Pinto Construções E Reformas Ltda - Me,Instituto De Previdência Dos Servidores Do Município De Macaé ? Macaeprev,Concorrência Pública,036/2022SEMINF,75411/2022,12 MESES,12,110108.52
